client_id,cluster,client_type,gender,country,region,acquisition_purpose,loan_applied,referral_channel,age,satisfaction_score,property_count,total_property_value,average_property_value,average_floor_area
C0263,6,Individual,M,USA,Nevada,Investment,Yes,Website,44,2,3,969140.41,323046.80333333334,1016.7633333333333
C0264,8,Individual,F,USA,Colorado,Home,Yes,Agency,33,2,4,1127766.02,281941.505,972.245
C0265,7,Company,M,Belgium,Flanders,Home,No,Website,58,1,4,1708031.99,427007.9975,1293.0725
C0266,8,Individual,M,USA,California,Home,Yes,Agency,48,5,3,931646.38,310548.79333333333,1078.7866666666666
C0267,8,Individual,F,USA,Utah,Home,Yes,Agency,77,4,4,1314495.01,328623.7525,1096.12
C0268,5,Individual,F,USA,Georgia,Investment,No,Website,66,3,4,1108939.8599999999,277234.96499999997,900.39
C0269,0,Individual,M,USA,New York,Home,No,Agency,56,2,3,1049110.08,349703.36000000004,1076.69
C0270,2,Individual,F,USA,Florida,Home,No,Website,81,5,3,924009.9,308003.3,983.4266666666667
C0271,4,Individual,F,USA,California,Investment,No,Agency,53,3,4,1295689.37,323922.3425,1024.3375
C0272,1,Individual,F,UK,Scotland,Home,Yes,Website,32,5,4,1439584.37,359896.0925,1248.58
C0273,5,Individual,M,Denmark,Zealand,Investment,No,Website,38,2,3,682452.64,227484.21333333335,801.46
C0274,7,Individual,M,USA,Florida,Home,No,Website,75,2,3,1343449.34,447816.4466666667,1467.89
C0275,1,Individual,M,USA,Oregon,Home,Yes,Website,25,1,4,1237500.3,309375.075,1177.3375
C0276,2,Individual,F,USA,Washington,Home,No,Website,72,5,3,1011195.98,337065.32666666666,1164.9766666666667
C0277,6,Individual,M,USA,Colorado,Investment,Yes,Agency,71,1,3,1123449.53,374483.1766666667,1286.4266666666667
C0278,6,Individual,F,USA,California,Investment,Yes,Website,70,2,3,1442538.67,480846.2233333333,1685.2766666666666
C0279,2,Individual,F,USA,Oregon,Home,No,Website,58,1,3,1012986.25,337662.0833333333,1170.3533333333332
C0280,3,Individual,M,USA,Florida,Home,No,Client,81,4,4,1282020.93,320505.2325,1154.2525
C0281,8,Individual,F,USA,California,Home,Yes,Agency,48,1,3,1256275.37,418758.4566666667,1388.4566666666667
C0282,5,Individual,F,USA,California,Investment,No,Website,28,1,4,973863.8,243465.95,858.9825
C0283,8,Individual,F,USA,Arizona,Home,Yes,Agency,63,2,4,1118599.47,279649.8675,922.54
C0284,3,Individual,M,USA,Arizona,Home,No,Client,48,4,4,1251975.85,312993.9625,994.0725
C0285,5,Individual,M,France,Ile-de-France,Investment,No,Website,26,3,4,1679056.13,419764.0325,1423.1725
C0286,0,Individual,M,UK,Scotland,Home,No,Agency,29,1,3,859353.0900000001,286451.03,988.6033333333334
C0287,2,Individual,F,Australia,New South Wales,Home,No,Website,35,5,3,1171265.03,390421.6766666667,1205.9633333333334
C0288,4,Individual,M,USA,Colorado,Investment,No,Agency,28,4,4,1364289.23,341072.3075,1198.3725
C0289,4,Individual,F,USA,California,Investment,No,Agency,32,5,4,1533862.35,383465.5875,1200.2725
C0290,7,Individual,M,USA,California,Home,No,Website,64,2,3,1215398.18,405132.7266666666,1337.1733333333334
C0291,0,Individual,M,USA,Nevada,Home,No,Agency,72,2,3,1322506.76,440835.58666666667,1523.6933333333334
C0292,0,Individual,F,USA,California,Home,No,Agency,80,1,4,1442818.3399999999,360704.58499999996,1084.0625
C0293,5,Individual,F,USA,California,Investment,No,Website,32,4,4,1580876.65,395219.1625,1299.3274999999999
C0294,1,Individual,M,USA,Nevada,Home,Yes,Website,62,3,4,1027250.91,256812.7275,825.1324999999999
C0295,0,Individual,M,Russia,Tatarstan,Home,No,Agency,58,3,3,1350375.73,450125.24333333335,1413.8666666666668
C0296,3,Individual,M,Canada,Manitoba,Home,Yes,Client,41,1,3,1142875.46,380958.48666666663,1238.0233333333333
C0297,4,Individual,F,UK,Wales,Investment,No,Agency,53,5,4,1709184.75,427296.1875,1422.9925
C0298,2,Individual,F,USA,Oregon,Home,No,Website,53,3,4,1262479.23,315619.8075,1069.63
C0299,0,Individual,F,UK,Wales,Home,No,Agency,48,5,4,1177661.76,294415.44,948.7574999999999
C0300,1,Individual,M,Canada,Alberta,Home,Yes,Website,66,5,3,844956.55,281652.18333333335,877.9633333333333
C0301,0,Individual,F,USA,Virginia,Home,No,Agency,66,4,3,1045776.52,348592.17333333334,1286.4266666666667
C0302,4,Individual,F,USA,Utah,Investment,No,Agency,49,1,4,1654300.33,413575.0825,1239.145
C0303,6,Individual,F,USA,Virginia,Investment,Yes,Website,68,5,4,1519113.12,379778.28,1242.0825
C0304,4,Individual,M,USA,California,Investment,No,Agency,66,1,4,1685753.28,421438.32,1333.5625
C0305,2,Individual,F,USA,Arizona,Home,No,Website,30,1,3,1327736.23,442578.74333333335,1493.243333333333
C0306,3,Individual,M,USA,California,Home,No,Client,37,1,4,1399698.79,349924.6975,1075.5049999999999
C0307,3,Individual,M,USA,California,Home,Yes,Client,33,5,4,1490170.3800000001,372542.59500000003,1167.105
C0308,6,Individual,F,Belgium,Flanders,Investment,Yes,Agency,53,4,3,1176582.54,392194.18,1343.8166666666666
C0309,2,Individual,F,USA,Washington,Home,No,Agency,68,4,3,1382649.58,460883.19333333336,1412.2166666666665
C0310,7,Individual,M,UK,Northern Ireland,Home,No,Website,33,3,3,1389329.62,463109.87333333335,1565.3233333333335
C0311,7,Individual,M,USA,Georgia,Home,No,Website,73,2,4,1632999.56,408249.89,1312.8225
C0312,1,Individual,M,USA,Nevada,Home,Yes,Website,85,3,4,1105668.66,276417.165,962.3199999999999
C0313,0,Company,M,USA,California,Home,No,Agency,51,1,3,1091085.9300000002,363695.31000000006,1190.3133333333333
C0314,4,Individual,M,USA,Washington,Investment,No,Agency,43,4,3,1040795.02,346931.67333333334,1138.4233333333334
C0315,5,Individual,M,Mexico,Baja California,Investment,No,Website,38,5,4,1178606.56,294651.64,979.6775
C0316,6,Individual,M,UK,Scotland,Investment,Yes,Website,28,4,4,1792447.27,448111.8175,1338.8999999999999
C0317,6,Individual,F,USA,California,Investment,Yes,Website,26,2,3,1248444.31,416148.10333333333,1451.2533333333333
C0318,2,Individual,F,Germany,Berlin,Home,No,Website,51,5,3,871968.67,290656.2233333333,927.6066666666666
C0319,1,Company,F,USA,Texas,Home,Yes,Website,30,5,4,2061054.65,515263.6625,1726.0575
C0320,3,Individual,M,USA,Texas,Home,Yes,Client,41,3,3,1317732.09,439244.03,1465.92
C0321,4,Individual,M,USA,California,Investment,No,Agency,33,2,4,1701753.71,425438.4275,1321.76
C0322,1,Individual,F,USA,California,Home,Yes,Website,29,2,3,1347002.93,449000.9766666666,1445.2933333333333
C0323,6,Individual,F,USA,California,Investment,Yes,Website,50,2,3,1230825.62,410275.2066666667,1308.5133333333333
C0324,7,Individual,M,USA,Washington,Home,No,Website,32,4,3,1147121.25,382373.75,1313.16
C0325,8,Individual,F,USA,California,Home,Yes,Agency,42,5,4,1205175.56,301293.89,1030.1225
C0326,6,Individual,M,USA,Oregon,Investment,Yes,Agency,67,4,4,1321975.5,330493.875,1028.1275
C0327,0,Individual,F,UK,Scotland,Home,No,Agency,64,1,4,1116366.72,279091.68,933.355
C0328,3,Individual,M,USA,California,Home,Yes,Client,79,1,4,1356560.31,339140.0775,1030.21
C0329,0,Individual,F,Germany,Hesse,Home,No,Agency,27,3,3,770062.4,256687.46666666667,922.6666666666666
C0330,7,Individual,M,USA,California,Home,No,Website,50,1,4,1331463.63,332865.9075,1146.9925
C0331,4,Individual,F,USA,California,Investment,No,Agency,41,3,4,1546334.4,386583.6,1259.95
C0332,5,Individual,M,USA,Texas,Investment,No,Website,36,3,3,1209987.46,403329.1533333333,1435.6633333333332
C0333,2,Individual,F,UK,Wales,Home,No,Website,70,3,3,1118960.06,372986.6866666667,1203.39
C0334,4,Individual,M,USA,Arizona,Investment,No,Agency,75,3,4,1445655.93,361413.9825,1047.99
C0335,7,Individual,M,USA,Arizona,Home,No,Website,50,4,4,1478341.12,369585.28,1190.4075
C0336,4,Individual,F,USA,California,Investment,No,Agency,54,5,3,1163690.5899999999,387896.8633333333,1226.8766666666668
C0337,1,Individual,M,USA,Arizona,Home,Yes,Website,83,3,3,759310.2,253103.4,893.3766666666667
C0338,1,Individual,M,USA,California,Home,Yes,Website,82,5,4,1488671.1300000001,372167.78250000003,1227.17
C0339,4,Individual,M,USA,Utah,Investment,No,Agency,62,5,4,1548824.23,387206.0575,1170.135
C0340,4,Individual,M,USA,California,Investment,No,Agency,85,2,3,1047500.4199999999,349166.80666666664,1263.5766666666666
C0341,4,Individual,M,USA,California,Investment,No,Agency,43,4,4,1679555.42,419888.855,1293.0725
C0342,3,Individual,M,USA,California,Investment,No,Client,51,2,3,1290567.3900000001,430189.13000000006,1286.43
C0343,2,Individual,F,USA,California,Home,No,Website,73,2,4,1630923.97,407730.9925,1374.585
C0344,1,Individual,M,Canada,British Columbia,Home,Yes,Website,28,2,4,1276344.68,319086.17,1059.9375
C0345,1,Individual,F,USA,New York,Home,Yes,Website,56,4,3,1339687.25,446562.4166666667,1510.3766666666668
C0346,0,Individual,F,USA,California,Home,No,Agency,62,5,3,1174812.8599999999,391604.2866666666,1271.67
C0347,1,Individual,M,USA,Washington,Home,Yes,Website,33,3,3,1378006.45,459335.48333333334,1471.6200000000001
C0348,6,Individual,M,USA,Colorado,Investment,Yes,Agency,43,5,4,1482633.92,370658.48,1246.7075
C0349,8,Individual,M,USA,Arizona,Home,Yes,Agency,50,2,3,1065745.84,355248.61333333334,1124.5
C0350,0,Individual,M,USA,Arizona,Home,No,Agency,33,2,3,1066408.3,355469.43333333335,1206.2733333333333
C0351,0,Individual,F,USA,Oregon,Home,No,Agency,64,5,4,1551113.76,387778.44,1260.0625
C0352,4,Individual,F,USA,Nevada,Investment,No,Agency,48,3,3,1339830.04,446610.01333333337,1447.82
C0353,0,Individual,F,USA,Arizona,Home,No,Agency,61,2,3,889855.16,296618.38666666666,980.8699999999999
C0354,2,Individual,F,USA,California,Home,No,Website,27,4,3,962196.6000000001,320732.2,1059.1499999999999
C0355,5,Individual,M,Mexico,Baja California,Investment,No,Website,74,1,3,1029593.97,343197.99,1273.45
C0356,2,Individual,F,USA,Georgia,Home,No,Website,49,3,4,964351.9,241087.975,816.16
C0357,2,Individual,F,USA,California,Home,No,Website,37,3,3,970629.22,323543.0733333333,1059.3466666666666
C0358,8,Individual,F,Australia,New South Wales,Home,Yes,Agency,47,3,3,1150919.74,383639.91333333333,1240.6066666666666
C0359,4,Individual,F,USA,California,Investment,No,Agency,74,1,3,1098189.8900000001,366063.2966666667,1308.5133333333333
C0360,8,Individual,F,USA,Utah,Home,Yes,Agency,77,2,4,1978026.48,494506.62,1676.3825
C0361,1,Individual,M,UK,England,Home,Yes,Website,67,1,4,1468372.25,367093.0625,1222.5974999999999
C0362,2,Individual,F,USA,Utah,Home,No,Website,25,4,3,1129669.4,376556.4666666666,1162.6166666666666
C0363,3,Individual,F,USA,Utah,Investment,No,Client,66,2,4,1232301.44,308075.36,929.6975
C0364,7,Individual,M,USA,Texas,Home,No,Website,81,2,4,1492505.18,373126.295,1261.78
C0365,4,Individual,M,USA,Colorado,Investment,No,Agency,63,5,3,951259.9,317086.63333333336,1164.9766666666667
C0366,7,Individual,M,USA,California,Home,No,Website,42,4,3,1420135.32,473378.44,1452.2633333333333
C0367,4,Individual,M,USA,California,Investment,No,Agency,61,4,4,1662617.88,415654.47,1269.065
C0368,8,Individual,F,USA,California,Home,Yes,Agency,33,4,4,1494552.45,373638.1125,1136.215
C0369,8,Individual,F,USA,Utah,Home,Yes,Agency,71,2,4,1586439.08,396609.77,1333.5625
C0370,2,Individual,F,Russia,Krasnodar Krai,Home,No,Website,68,1,4,1613633.3900000001,403408.34750000003,1334.8775
C0371,4,Individual,M,Belgium,Wallonia,Investment,No,Agency,55,3,3,827208.61,275736.2033333333,842.68
C0372,4,Individual,F,Belgium,Flanders,Investment,No,Agency,73,1,3,1280128.06,426709.35333333333,1361.7433333333333
C0373,0,Individual,F,USA,Georgia,Home,No,Agency,32,2,3,1047277.1799999999,349092.3933333333,1160.5133333333333
C0374,6,Individual,F,Australia,New South Wales,Investment,Yes,Agency,32,4,4,916825.86,229206.465,735.11
C0375,5,Individual,M,USA,California,Investment,No,Website,57,4,3,1178580.6400000001,392860.2133333334,1224.68
C0376,2,Individual,F,USA,California,Home,No,Website,72,3,3,1182808.29,394269.43,1361.7433333333333
C0377,7,Individual,M,USA,Washington,Home,No,Website,27,4,3,822780.32,274260.10666666663,904.0466666666667
C0378,6,Individual,F,USA,California,Investment,Yes,Website,68,3,3,812387.51,270795.83666666667,983.4266666666667
C0379,3,Company,M,USA,California,Investment,Yes,Client,48,2,4,1254919.3599999999,313729.83999999997,1115.505
C0380,1,Individual,F,USA,California,Home,Yes,Website,52,3,3,939708.87,313236.29,1175.45
C0381,8,Individual,M,USA,California,Home,Yes,Agency,65,5,3,878913.19,292971.0633333333,1188.2333333333333
C0382,6,Individual,M,USA,California,Investment,Yes,Agency,50,1,3,980139.25,326713.0833333333,980.8699999999999
C0383,4,Company,F,Mexico,Mexico City,Investment,No,Agency,40,3,4,968070.64,242017.66,809.6575
C0384,1,Individual,F,USA,California,Home,Yes,Website,81,3,3,1010761.74,336920.58,1049.3799999999999
C0385,5,Individual,M,UK,Northern Ireland,Investment,No,Website,57,4,3,1289646.4100000001,429882.1366666667,1277.2733333333333
C0386,3,Individual,F,USA,Colorado,Home,No,Client,49,2,3,1633972.21,544657.4033333333,1445.08
C0387,1,Individual,F,USA,California,Home,Yes,Website,51,2,4,1992983.55,498245.8875,1555.2975000000001
C0388,0,Individual,M,USA,California,Home,No,Agency,30,4,3,961894.92,320631.64,975.9433333333333
C0389,7,Individual,M,USA,Colorado,Home,No,Website,71,3,4,1261549.0899999999,315387.27249999996,1119.0900000000001
C0390,5,Individual,M,Canada,Quebec,Investment,No,Website,83,2,4,1678762.0699999998,419690.51749999996,1295.2649999999999
C0391,0,Individual,F,USA,California,Home,No,Agency,59,5,3,1035012.9099999999,345004.3033333333,1064.4166666666667
C0392,1,Individual,F,USA,Arizona,Home,Yes,Website,48,2,4,1015830.03,253957.5075,922.6600000000001
C0393,0,Individual,F,USA,Arizona,Home,No,Agency,37,4,4,1616556.78,404139.195,1298.145
C0394,1,Individual,F,USA,Colorado,Home,Yes,Website,71,3,4,1258840.0,314710.0,1041.8025
C0395,2,Individual,F,USA,Florida,Home,No,Website,67,1,3,1153134.48,384378.16,1303.4733333333334
C0396,0,Individual,M,USA,Nevada,Home,No,Agency,25,5,4,1181447.25,295361.8125,896.2524999999999
C0397,2,Individual,F,USA,California,Home,No,Website,25,5,3,793543.27,264514.42333333334,862.11
C0398,8,Individual,F,USA,Texas,Home,Yes,Agency,77,1,4,1186693.85,296673.4625,935.765
C0399,0,Individual,M,USA,California,Home,No,Agency,41,4,4,1229057.49,307264.3725,1093.05
C0400,0,Individual,M,USA,California,Home,No,Agency,66,4,4,1360152.99,340038.2475,1239.145
C0401,1,Individual,M,USA,Arizona,Home,Yes,Website,56,5,4,1020913.0700000001,255228.26750000002,853.07
C0402,2,Individual,F,USA,Georgia,Home,No,Website,84,5,3,1054166.95,351388.98333333334,1102.8633333333335
C0403,2,Individual,F,Australia,New South Wales,Home,No,Website,62,1,3,878792.98,292930.99333333335,1060.9733333333334
C0404,3,Individual,F,France,Normandy,Investment,No,Client,49,1,3,731788.96,243929.65333333332,753.3133333333334
C0405,0,Company,M,USA,Colorado,Home,No,Agency,56,1,4,1310963.25,327740.8125,1140.38
C0406,2,Individual,F,USA,Colorado,Home,No,Website,65,3,4,1317165.12,329291.28,1090.1925
C0407,3,Individual,F,USA,California,Home,No,Client,43,2,4,1254494.91,313623.7275,1045.8025
C0408,7,Individual,M,USA,California,Home,No,Website,48,3,3,1320497.01,440165.67,1413.0600000000002
C0409,1,Individual,M,USA,Nevada,Home,Yes,Website,53,1,4,1816669.2,454167.3,1449.3775
C0410,8,Individual,F,Russia,Saint Petersburg,Home,Yes,Agency,43,5,3,1021706.02,340568.67333333334,1189.1899999999998
C0411,2,Individual,F,USA,California,Home,No,Website,42,2,3,896987.21,298995.73666666663,883.7466666666668
C0412,2,Individual,F,UK,Scotland,Home,No,Website,41,5,3,1100376.25,366792.0833333333,1260.8366666666668
C0413,7,Individual,M,Canada,British Columbia,Home,No,Website,85,3,4,1769126.22,442281.555,1431.4575
C0414,7,Individual,M,USA,California,Home,No,Website,63,4,4,1412148.94,353037.235,1144.74
C0415,8,Individual,F,USA,Nevada,Home,Yes,Agency,45,5,4,1305928.3499999999,326482.08749999997,1093.05
C0416,3,Company,M,Germany,North Rhine-Westphalia,Investment,Yes,Client,44,5,3,1059532.51,353177.50333333336,1260.8366666666668
C0417,7,Individual,M,USA,Utah,Home,No,Website,78,2,3,1354773.96,451591.32,1471.8999999999999
C0418,0,Individual,M,USA,Arizona,Home,No,Agency,29,5,4,1629486.83,407371.7075,1276.8225
C0419,8,Individual,M,USA,Washington,Home,Yes,Agency,63,3,4,1174012.19,293503.0475,990.4475
C0420,0,Individual,F,USA,California,Home,No,Agency,32,5,3,1260096.1600000001,420032.0533333334,1330.2166666666667
C0421,6,Individual,M,Germany,Hesse,Investment,Yes,Website,50,5,4,1495763.3699999999,373940.84249999997,1203.905
C0422,3,Company,F,USA,California,Home,Yes,Client,52,1,4,1653171.62,413292.905,1428.5749999999998
C0423,3,Individual,F,USA,California,Home,No,Client,75,1,3,1068716.19,356238.73,1195.1966666666667
C0424,2,Individual,F,USA,Florida,Home,No,Website,27,1,3,1034036.3,344678.76666666666,1107.81
C0425,0,Individual,M,USA,Nevada,Home,No,Agency,60,2,3,1256932.48,418977.49333333335,1452.2633333333333
C0426,3,Individual,F,USA,Oregon,Home,Yes,Client,72,4,3,890250.61,296750.2033333333,874.19
C0427,1,Individual,F,USA,California,Home,Yes,Website,31,4,4,1457016.31,364254.0775,1216.595
C0428,0,Individual,F,USA,Oregon,Home,No,Agency,63,3,4,984451.32,246112.83,838.2925
C0429,1,Individual,F,USA,California,Home,Yes,Website,30,3,4,1503904.1600000001,375976.04000000004,1374.585
C0430,0,Individual,M,USA,Nevada,Home,No,Agency,51,2,3,931141.96,310380.6533333333,1033.1033333333332
C0431,1,Individual,M,USA,California,Home,Yes,Website,56,5,4,1544751.33,386187.8325,1246.6175
C0432,0,Company,M,USA,California,Home,No,Agency,30,5,4,1277850.15,319462.5375,1025.1499999999999
C0433,6,Individual,F,USA,California,Investment,Yes,Website,56,2,4,1937061.37,484265.3425,1591.4724999999999
C0434,2,Individual,F,Russia,Tatarstan,Home,No,Website,61,5,3,1364889.24,454963.08,1445.5566666666666
C0435,1,Individual,F,Australia,New South Wales,Home,Yes,Website,59,5,3,908970.34,302990.11333333334,1077.3233333333335
C0436,3,Individual,M,USA,Colorado,Home,Yes,Client,53,2,4,1327594.64,331898.66,1064.2625
C0437,2,Individual,F,USA,Texas,Home,No,Website,35,1,3,657032.8200000001,219010.94000000003,801.46
C0438,3,Individual,M,USA,Georgia,Investment,Yes,Client,43,1,4,1458641.1,364660.275,1261.78
C0439,0,Individual,M,USA,Virginia,Home,No,Agency,69,2,3,1273328.62,424442.87333333335,1422.97
C0440,4,Individual,M,USA,California,Investment,No,Agency,65,1,3,703498.83,234499.61,845.8633333333333
C0441,4,Individual,F,Russia,Krasnodar Krai,Investment,No,Agency,45,1,4,1525849.55,381462.3875,1239.2649999999999
C0442,1,Individual,F,USA,Colorado,Home,Yes,Website,50,3,4,1707466.97,426866.7425,1489.73
C0443,8,Individual,M,Denmark,Capital Region,Home,Yes,Agency,75,1,3,1355839.1,451946.3666666667,1527.8633333333335
C0444,2,Individual,F,USA,California,Home,No,Website,84,2,4,1054514.54,263628.635,943.97
C0445,1,Individual,F,USA,California,Home,Yes,Website,30,2,4,1425691.63,356422.9075,1101.9875
C0446,7,Individual,M,USA,Colorado,Home,No,Website,70,2,3,1024655.04,341551.68,1258.6899999999998
C0447,2,Individual,F,USA,New York,Home,No,Website,69,2,3,1543592.15,514530.7166666666,1680.5266666666666
C0448,4,Individual,M,USA,Nevada,Investment,No,Agency,45,2,3,942066.48,314022.16,1050.08
C0449,4,Individual,M,USA,Oregon,Investment,No,Agency,53,2,3,1418922.44,472974.14666666667,1504.28
C0450,7,Individual,M,Mexico,Nuevo Leon,Home,No,Website,33,3,4,1555297.3699999999,388824.34249999997,1258.5825
C0451,3,Individual,M,Canada,Alberta,Investment,Yes,Client,40,5,4,1665967.4100000001,416491.85250000004,1339.695
C0452,7,Individual,M,USA,Washington,Home,No,Website,58,3,4,1398358.69,349589.6725,1086.2275
C0453,5,Individual,M,UK,Scotland,Investment,No,Website,32,1,4,1321010.76,330252.69,1103.3025
C0454,4,Company,F,USA,Nevada,Investment,No,Agency,64,4,3,980683.73,326894.57666666666,1072.4833333333333
C0455,0,Individual,F,USA,California,Home,No,Agency,62,1,4,1125726.62,281431.655,838.2925
C0456,1,Individual,F,USA,Oregon,Home,Yes,Website,30,3,3,1349210.55,449736.85000000003,1448.82
C0457,4,Individual,M,UK,Wales,Investment,No,Agency,45,1,3,1399940.21,466646.73666666663,1457.8333333333333
